date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:36:55	149704/149704	---M--	200	added ('OK')	font/woff	etag:%225f7e4253-248c8%22	https://rsms.me/inter/font-files/Inter-MediumItalic.woff?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-MediumItalic57a3.woff	(from https://rsms.me/inter/inter.css)
15:36:57	106052/106052	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-19e44%22	https://rsms.me/inter/font-files/Inter-Bold.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-Bold57a3.woff2	(from https://rsms.me/inter/inter.css)
15:36:57	142760/142760	---M--	200	added ('OK')	font/woff	etag:%225f7e4253-22da8%22	https://rsms.me/inter/font-files/Inter-SemiBold.woff?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-SemiBold57a3.woff	(from https://rsms.me/inter/inter.css)
15:36:58	111644/111644	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-1b41c%22	https://rsms.me/inter/font-files/Inter-BoldItalic.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-BoldItalic57a3.woff2	(from https://rsms.me/inter/inter.css)
15:36:58	149776/149776	---M--	200	added ('OK')	font/woff	etag:%225f7e4253-24910%22	https://rsms.me/inter/font-files/Inter-SemiBoldItalic.woff?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-SemiBoldItalic57a3.woff	(from https://rsms.me/inter/inter.css)
15:36:59	106048/106048	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-19e40%22	https://rsms.me/inter/font-files/Inter-ExtraBold.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-ExtraBold57a3.woff2	(from https://rsms.me/inter/inter.css)
15:37:01	111896/111896	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-1b518%22	https://rsms.me/inter/font-files/Inter-ExtraBoldItalic.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-ExtraBoldItalic57a3.woff2	(from https://rsms.me/inter/inter.css)
15:37:01	143100/143100	---M--	200	added ('OK')	font/woff	etag:%225f7e4253-22efc%22	https://rsms.me/inter/font-files/Inter-Bold.woff?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-Bold57a3.woff	(from https://rsms.me/inter/inter.css)
15:37:01	149808/149808	---M--	200	added ('OK')	font/woff	etag:%225f7e4253-24930%22	https://rsms.me/inter/font-files/Inter-BoldItalic.woff?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-BoldItalic57a3.woff	(from https://rsms.me/inter/inter.css)
15:37:01	142760/142760	---M--	200	added ('OK')	font/woff	etag:%225f7e4253-22da8%22	https://rsms.me/inter/font-files/Inter-ExtraBold.woff?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-ExtraBold57a3.woff	(from https://rsms.me/inter/inter.css)
15:37:02	149372/149372	---M--	200	added ('OK')	font/woff	etag:%225f7e4253-2477c%22	https://rsms.me/inter/font-files/Inter-ExtraBoldItalic.woff?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-ExtraBoldItalic57a3.woff	(from https://rsms.me/inter/inter.css)
15:37:04	102832/102832	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-191b0%22	https://rsms.me/inter/font-files/Inter-Black.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-Black57a3.woff2	(from https://rsms.me/inter/inter.css)
15:37:04	108564/108564	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-1a814%22	https://rsms.me/inter/font-files/Inter-BlackItalic.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-BlackItalic57a3.woff2	(from https://rsms.me/inter/inter.css)
15:37:05	138628/138628	---M--	200	added ('OK')	font/woff	etag:%225f7e4253-21d84%22	https://rsms.me/inter/font-files/Inter-Black.woff?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-Black57a3.woff	(from https://rsms.me/inter/inter.css)
15:37:05	33192/33192	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-81a8%22	https://rsms.me/inter/font-files/Inter-italic.extra.var.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-italic.extra.var57a3.woff2	(from https://rsms.me/inter/inter.css)
15:37:05	33192/33192	---M--	200	added ('OK')	font/woff2	etag:%225f7e4253-81a8%22	https://rsms.me/inter/font-files/Inter-italic.alternates.var.woff2?v=3.15	C:/Users/Febri/Documents/bootstrap-pro/rsms.me/inter/font-files/Inter-italic.alternates.var57a3.woff2	(from https://rsms.me/inter/inter.css)
